full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,rating,rating_count,business_status,monday_operational_hours,tuesday_operational_hours,wednesday_operational_hours,thursday_operational_hours,friday_operational_hours,saturday_operational_hours,sunday_operational_hours
"Douglasville , 5897 Fairburn Rd , Douglasville , GA , 30134",33.7515189,-84.7269721,Blue Penguin Car Wash,33.7515279,-84.7264667,4.6,870,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"ENCINO AUTO SPA , 17661 Ventura Blvd , Los Angeles , CA , 91316",34.1626594,-118.5180016,Encino Auto Spa,34.162659399999995,-118.5180016,4,267,OPERATIONAL,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 5:30 PM
"EVERGREEN CAR WASH , 3501 95th St , Evergreen Park , IL , 60805",41.7202935,-87.7095047,WashU Car Wash,41.720294599999995,-87.70948829999999,4.9,183,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"EZ Car Wash , 1862 S Garey Ave , Pomona , CA , 91766",34.0376297,-117.7488365,Quick Quack Car Wash,34.0376297,-117.7488365,4.4,193,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"East Ridge , 6303 Ringgold Rd , Chattanooga , TN , 37412",34.9901274,-85.2112124,ModWash,34.9901365,-85.21166459999999,4.9,1559,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Eden , 104 E Harris Pl , Eden , NC , 27288",36.4863194,-79.7388286,ModWash,36.4862764,-79.7388055,4.8,1440,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"El Car Wash- 021 , 2250 N NOB HILL ROAD , SUNRISE , FL , 33322",26.1518398,-80.282107,El Car Wash- Sunrise,26.151839799999998,-80.282107,4.6,2320,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"Erie , 4234 Buffalo Rd , Erie , PA , 16510",42.1452943,-80.005931,ModWash,42.1453858,-80.0061402,4.9,2269,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Eugene Oil , 2815 Roosevelt Blvd , Eugene , OR , 97402",44.0640468,-123.1387721,Soapy Cove Car Wash,44.0640468,-123.138772,4.4,72,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Evolution Car Wash , 1665 NV-88 , Minden , NV , 89423",38.9587747,-119.7777729,Evolution Car Wash,38.9587747,-119.77777289999997,N/A,N/A,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Extreme Clean Auto Wash , 24925 US-72 , Athens , AL , 35613",34.7671155,-86.8829191,"Wash N' Roll Car Wash - Athens, AL",34.7668122,-86.882772,3.1,87,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"FHCWu0026D , 2016 W Foothill Blvd , Upland , CA , 91786",34.1061969,-117.6908062,Foothill Car Wash And Detail,34.106145,-117.6907888,3.8,457,OPERATIONAL,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM
"FL0209 North Lauderdale S State Rd 7 , 1250 N State Rd 7 , North Lauderdale , FL , 33068",26.235324,-80.2046987,bp,26.2388819,-80.2044598,N/A,N/A,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FL0210 Fort Lauderdale W Sunrise Blvd , 1075 W Sunrise Blvd , Fort Lauderdale , FL , 33311",38.0,-70.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FL0211 Homestead S. Dixie Hwy , 33513 S Dixie Hwy , Homestead , FL , 33034",25.45618,-80.4744618,LUV Car Wash,25.4562051,-80.4747999,4.5,1563,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FL0212 Weebers Crossing , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",30.254715,-81.537201,LUV Car Wash,30.253534699999996,-81.5376584,4.5,2211,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FL0213 Atlantic Beach , 835 Atlantic Blvd , Atlantic Beach , FL , 32233",30.3249512,-81.4103422,LUV Car Wash,30.324914200000002,-81.41034090000001,4.8,701,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FL0214 Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",30.1027697,-81.7048645,LUV Car Wash,30.102800300000002,-81.7047195,4.6,1650,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FL0215 Kernan , 11901 Atlantic Blvd , Jacksonville , FL , 32225",30.3236924,-81.4951474,LUV Car Wash,30.320764900000004,-81.4902303,4.8,1630,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,LUV Car Wash,30.199435100000002,-81.6204224,4.9,2220,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FXN , 1606 N College Ave , Fort Collins , CO , 80524",40.6084985,-105.0750952,Cobblestone Car Wash,40.6084916,-105.0751037,4,194,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"FXS , 3500 S Timberline Rd , Fort Collins , CO , 80525",40.539518,-105.0386416,Cobblestone Car Wash,40.5395003,-105.03872969999999,4.4,504,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Fast and Friendly Maricopa II , 42020 W Maricopa-Casa Grande Hwy , Maricopa , AZ , 85138",33.0394599,-112.0187546,Fast & Friendly Express Car Wash,33.0394599,-112.0187546,4.5,607,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Five Star Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",35.107247,-78.8793595,Car Wash Technology,35.1072554,-78.8793539,3,2,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Five Star Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",35.0525105,-78.9742054,Whistle Express Car Wash,35.0522686,-78.97444229999999,4.7,1471,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Five Star Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",36.0607663,-79.8694795,Whistle Express Car Wash,36.060738799999996,-79.86956409999999,4.8,1641,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FoamWorks Fayetteville , 1512 GA-85 , Fayetteville , GA , 30214",33.4872303,-84.4341295,FoamWorks Auto Spa of Fayetteville,33.4872303,-84.4341295,4.6,604,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"FoamWorks Stockbridge , 3520 GA-138 , Stockbridge , GA , 30281",33.5490249,-84.2738085,FoamWorks Auto Spa of Stockbridge,33.5490249,-84.2738085,4.6,735,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Full Throttle Car Wash , 51 Craft Dr , Alamosa , CO , 81101",37.4765837,-105.8945442,Champion Xpress Carwash,37.4765318,-105.8944942,4.4,260,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,LUV Car Wash,34.2069129,-84.81629939999999,4.7,1230,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"GA0108 Summerville N. Commerce St. , 10805 Commerce St , Summerville , GA , 30747",34.4939387,-85.3369413,Gyro Car Wash,34.4918525,-85.3393585,4.1,42,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"GERRINGS CAR WASH , 1405 Wayzata Blvd , Wayzata , MN , 55391",44.9719607,-93.4953703,Crew Carwash,44.9716209,-93.49534949999999,4,85,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,GO Car Wash,33.938956499999996,-117.26092909999998,4.4,435,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"GO Car Wash- 412 Rock Port , 2200 Rock Port Dr , Harrisonburg , VA , 22801",38.4050476,-78.8677602,GO Car Wash,38.405047599999996,-78.86776019999999,4.5,359,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,GO Car Wash,38.4210548,-78.8382949,4.2,153,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,ModWash,35.0895393,-81.6635857,4.8,1002,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Gamebird Pahrump Circle K , 2980 E Gamebird Rd , Pahrump , NV , 89048",36.1610202,-116.0403976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,D&M Car Wash and Detailing,26.6942015,-80.1119381,4,1,OPERATIONAL,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,GO Car Wash,27.554276200000004,-99.4808274,4.2,353,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 6:00 PM
"Goldsboro , 2928 US Hwy 70 W , Goldsboro , NC , 27530",35.4300102,-78.0650079,ModWash,35.429899299999995,-78.0651067,4.8,1107,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Greensboro √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Lake Oconee , 6135 Lake Oconee Pkwy , Greensboro , GA , 30642",33.4603366,-83.2422227,Tidal Wave Auto Spa | Car Wash,33.4609015,-83.2420971,4.6,113,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Griffin , 1475 N Expy , Griffin , GA , 30223",33.2738126,-84.2918398,Blue Penguin Car Wash,33.2738091,-84.2918572,4.3,675,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,9:00 AM – 7:00 PM
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,Rocket Carwash,29.722607,-95.84571729999999,3.3,177,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",39.8245447,-76.9868409,ModWash,39.8245552,-76.9868527,4.8,1800,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Hermitage , 2945 E State St , Hermitage , PA , 16148",41.2338113,-80.4553806,ModWash,41.2337889,-80.4554301,4.9,2320,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Hero CarWash , 101 Continental Dr , Lewisville , TX , 75067",33.0165732,-96.9937975,Quick Quack Car Wash,33.0164128,-96.9938323,4.9,1426,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"Heroes Car Wash , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,Zips Car Wash,35.6656979,-78.8438856,4.7,870,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,9:00 AM – 6:00 PM
"HiTech SP , Gonzalez Giusti No. 11 , Guaynabo , nan , 968",18.4056806,-66.1055555,HiTech Auto Care,18.4056806,-66.1055555,3.8,685,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,11:00 AM – 5:00 PM
"Hixson (Lakesite) , 8609 Hixson Pike , Lakesite , TN , 37343",35.2015434,-85.1578198,ModWash,35.2016172,-85.15821489999999,4.9,2280,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Hixson (New Country Dr) , 5084 New Country Dr , Chattanooga , TN , 37343",35.1214646,-85.2392852,ModWash,35.1214736,-85.2392905,4.9,1457,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Hixson (TN-153) , 5532 TN-153 , Chattanooga , TN , 37343",35.145861,-85.2486019,ModWash,35.145845,-85.24860489999999,4.9,3098,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Hurricane Bay Express , 1330 East John Rowan Blvd , Bardstown , KY , 40004",37.8258187,-85.4543691,Thoroughbred Express Auto Wash,37.825322,-85.4535733,4.4,164,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,9:00 AM – 5:00 PM
"Hydro Express Wash , 3088 Hennepin Dr , Joliet , IL , 60431",41.5726477,-88.1574489,Hydro Express Car Wash and Detail Center,41.5726477,-88.15744889999999,4.1,182,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"ISLAND AUTO WASH ON 61ST , 2712 61st St , Galveston , TX , 77551",29.2731633,-94.8291389,Endless Clean Car Wash,29.2731633,-94.82913889999999,4.9,1075,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM
"Infinity Hand Carwash , 101 Bell St , Preston , VIC , 3072",-37.7476571,145.0227268,Infinity Carwash and Cafe Preston,-37.7476571,145.0227268,4.3,439,OPERATIONAL,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM,7:30 AM – 6:00 PM
"Jets Car Wash and Detail , 2501 W Sample Rd , Pompano Beach , FL , 33073",26.2749959,-80.1565957,Jets car wash,26.2749518,-80.15684499999999,4,59,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 5:00 PM
"KC Lodi , 75 US-46 , Lodi , NJ , 7644",40.8811837,-74.0805043,Lodi Hand Wash and Mobil 1 Lube Express,40.8812225,-74.0805536,3.8,156,OPERATIONAL,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,9:00 AM – 5:30 PM,8:00 AM – 6:00 PM,8:00 AM – 5:00 PM
"KLEEN MACHINE , 890 N Courtenay Pkwy , Merritt Island , FL , 32953",28.3726608,-80.6998594,Twins Express Car Wash,28.3774834,-80.702272,4,1,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kent , 1788 E Main St. , Kent , OH , 44240",41.1543395,-81.3293408,ModWash,41.154494,-81.3293012,2.6,20,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Kissimmee , 4389 W Vine St , Kissimmee , FL , 34746",28.3047934,-81.4566447,ModWash,28.304785799999998,-81.45664649999999,4.9,3752,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Koziol Car Wash , 5410 W Belmont Ave , Chicago , IL , 60641",41.9388649,-87.7621552,Koziol Car Wash,41.9388649,-87.7621552,4,233,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 4:00 PM
"Lakes Edge , 7916 Bradley Long Dr. , Lake Norman of Catawba , NC , 28682",35.5832605,-80.9887544,Lakes Edge Express Wash,35.5832605,-80.98875439999999,4.1,109,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Landshark Express Wash u0026 Detail , 8917 Lower Sonoma Lane , Fort Worth , TX , 76177",32.8996451,-97.3304188,WhiteWater Express Car Wash,32.8996451,-97.33041879999999,4.9,4025,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM
"Laurens , 902 E Main St , Laurens , SC , 29360",34.492562,-81.984229,ModWash,34.4928767,-81.9841482,4.9,1362,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Lavelland , 513 TX-114 , Levelland , TX , 79336",33.5944735,-102.3586701,Grime Scene Car Wash Levelland,33.5944716,-102.3586622,4,47,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,10:00 AM – 6:00 PM
"Letu0027s Go Bixby , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,Okie Express Auto Wash,35.9453485,-95.88626359999999,4.4,255,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Letu0027s Go Broken Arrow , 801 S Elm Pl , Broken Arrow , OK , 74012",36.0453721,-95.7967217,Okie Express Auto Wash,36.0454156,-95.7968358,4.5,451,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Letu0027s Go Car Wash 4 , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,Okie Express Auto Wash,35.9453485,-95.88626359999999,4.4,255,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Letu0027s Go Jenks , 408 S Elm St , Jenks , OK , 74037",36.0188778,-95.9764073,Okie Express Auto Wash,36.0188768,-95.9762961,4,211,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Letu0027s Go Miami , 1001 N Main St , Miami , OK , 74354",36.8745146,-94.8774554,"Working Hands Car Wash/Ice House, LLC",36.8705838,-94.877915,3.9,73,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Letu0027s Go Rogers , 6417 Rogers Ave , Fort Smith , AR , 72903",35.3585742,-94.3615914,Take 5 Car Wash,35.358612,-94.3611526,4.6,435,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,9:00 AM – 7:00 PM
"Letu0027s Go Shawnee , 3962 Kickapoo St , Shawnee , OK , 74801",35.3227908,-96.9298747,Car wash Sharjah,35.327292799999995,-96.9253004,N/A,N/A,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Lexington , 150 Lowes Blvd , Lexington , NC , 27292",35.7917361,-80.2596623,ModWash,35.7917275,-80.2596464,4.9,1857,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Living Water - Aurora , 857 S. Havana St. , Aurora , CO , 80012",39.7018026,-104.8667017,Cobblestone Car Wash,39.701802699999995,-104.86651219999999,3.8,382,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
