full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,manualClassification,classification,justification,
"Pleasant Valley Street Methuen , 96 Pleasant Valley St , Methuen , MA , 1844",42.7433515,-71.1529978,42.7433659,-71.1529746,Haffner's Gentle Touch,,Corner,"The car wash location 'Haffner's Gentle Touch' is situated at the intersection of two significant roads, as visible in the images. There is a visible corner formed adjacent to the car wash lot, and access from the roads is present. The roads appear to be major ones judging by their width and markings. Therefore, this location fulfills the criteria for being classified as a Corner Lot.",
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,34.1057206,-84.5433192,,,Corner,"The provided images clearly show that the car wash, Grease Monkey, is situated adjacent to the intersection of Towne Lake Parkway and Victoria Lane. Towne Lake Parkway is a major road, and Victoria Lane appears significant as well. Additionally, the lot borders these two streets, thereby positioning the car wash at a corner location as per the criteria defined.",
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,32.1370197,-81.2545201,LUV Car Wash,,Corner,"The car wash location 'LUV Car Wash' is situated near the intersection of two major roads, Pooler Pkwy and Trader's Way. It has accessible points from these roads and is clearly adjacent to a road layout that forms a visible corner. These factors align with the criteria for being a Corner Lot.",
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,32.4883669,-95.3982816,Precision Express Car Wash,,Corner,"The car wash is located on a corner lot as evidenced by its positioning relative to the Mineola Hwy and the adjacent road. The satellite images clearly show a road intersection proximate to Precision Express Car Wash, fulfilling the criteria for being a corner lot: the presence of two intersecting roads forming a visible corner. Visual clues such as road markings and lot accessibility support this classification.",
"Presidential Car Wash #1 , 2858 Treaschwig Rd , Houston , TX , 77073",30.0229071,-95.3859304,30.0229071,-95.3859304,Presidential Car Wash,,Corner,"The 'Presidential Car Wash' is located at the intersection of Treaschwig Road and Wilona Way. These roads visibly form a corner, making the lot a viable candidate for a corner lot based on the presence of the intersection and access points. The images show the car wash with access from Treaschwig Road, indicating it is at a prominent intersection of two roads, consistent with the criteria for a corner lot.",
"Presidential Car Wash #2 , 12111 Cypress North Houston Rd , Cypress , TX , 77429",29.9520756,-95.6031083,29.9520756,-95.6031083,Presidential Car Wash,,Inside,"The location of the 'Presidential Car Wash' is not situated at an intersection of two main roads. It is adjacent to Cypress North Houston Rd but does not have access from two intersecting roads; it is located mid-block and shares the vicinity with other properties. Observations from the zoomed out image also indicate that it does not fulfill corner lot criteria, as the secondary road on the side is a residential one providing no access to the main road. Hence, it is classified as an Inside Lot.",
"Prestige Auto Spa , 15180 Biscayne Blvd , North Miami Beach , FL , 33160",25.9158464,-80.1569752,25.9158464,-80.1569752,Prestige Auto Spa & Car Wash,,Inside,"The Prestige Auto Spa & Car Wash is located along a major road but does not sit at an intersection or corner where two main roads visibly meet. It is adjacent to the road with access from the front, but it lies between other properties and is not at a corner formed by intersections.",
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,38.3145271,-85.5627556,Prestige Express Car Wash,,Corner,"Prestige Express Car Wash is located at the intersection of Highway 22 and New Chamberlain Ln. The first image clearly shows a corner formed by the car wash's lot and the adjoining roads. This intersection involves major roads, and there is road access on at least two sides. These features meet the criteria for it being classified as a Corner Lot.",
"Presto Car Wash , 1356 GA-138 , Conyers , GA , 30013",33.6576226,-84.0019641,33.6576226,-84.0019641,Presto Car Wash,,Corner,"Presto Car Wash is located adjacent to an intersection where two main roads visibly meet, forming a corner with access points from these roads. This matches the criteria for a Corner Lot.",
"Pristine Car Wash , 1989 N Wickham Rd , Melbourne , FL , 32935",28.1392854,-80.6711938,28.1392854,-80.6711938,Pristine Car Wash and Detail,,Corner,"The car wash 'Pristine Car Wash and Detail' is located adjacent to N Wickham Rd and Northgate St. The presence of these two major roads forming a clear intersection next to the lot qualifies it as a Corner Lot under the criteria provided. This is supported by visible features like the road markings, traffic flow, and the proximity of the lot to the intersection.",
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,38.2192192,-104.6387481,Champion Xpress Carwash,,Corner,"The provided satellite images show that Champion Xpress Carwash is adjacent to an intersection where two main roads meet: Pueblo Blvd and Acero Ave. It resides on a visibly wide corner with access to traffic flow from both roads and is clearly located at the intersection. Therefore, it is classified as a Corner Lot.",
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,31.242485,-90.4795296,Pure Car Wash,,Inside,"The provided satellite images show that the Pure Car Wash is situated along Anna Dr and appears to be between other properties or areas without any main road intersection adjacent to it. The lot is directly accessible from Anna Dr but does not form a corner with another road in the area, fulfilling the criteria for an Inside Lot. While the images show proximity to a major highway (US Hwy 98), the car wash itself is not situated at its intersection but rather is only adjacent to it. Thus, it is classified as an Inside Lot.",
"QUICK AND CLEAN CAR WASH , 2544 S Broadway , Santa Maria , CA , 93454",34.9137244,-120.4354124,34.9137244,-120.4354124,Quick And Clean Car Wash,,Corner,"The 'Quick And Clean Car Wash' is located adjacent to an intersection where the road labeled as S Broadway meets another road at the bottom of the images. The lot has clear accessibility from S Broadway as well as visibility to the nearby intersection, fulfilling the criteria of a Corner Lot.",
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,35.8632117,-83.5282174,Quick Jet Car Wash,,Corner,"Based on the satellite images provided, the Quick Jet Car Wash is located at the intersection of Industrial Park Rd and Hwy 411. This satisfies the criteria for a Corner Lot as it is at the junction of two significant roads. The lot also has visible access from these roads, confirming the classification as a Corner Lot.",
"Quick n Clean Kenosha , 470 E Kenosha St , Broken Arrow , OK , 74012",36.0615005,-95.7848281,36.0615005,-95.7848281,Quick N Clean Car Wash,,Corner,"The 'Quick N Clean Car Wash' is situated at the intersection of N 4th St and another main road to its south. The satellite images display an access point along each of these two roads, and the lot clearly forms a corner where these roads meet. Furthermore, these roads are visibly major roads with lane markings and multiple lanes, confirming their importance. Therefore, the car wash classifies as a Corner Lot according to the criteria.",
"QuikWash Encino , 17432 Ventura Blvd , Los Angeles , CA , 91316",34.1610899,-118.5129972,34.1610899,-118.5129972,QuikWash Encino,,Inside,"Based on the provided images and detailed analysis, the location of QuikWash Encino appears to be situated on an Inside Lot. The lot is accessed from Ventura Blvd, a main road, but it is positioned mid-block and does not have road intersections directly adjacent to the lot. Therefore, it does not meet the criteria for a Corner Lot as defined earlier.",
"R&R SUPERIOR BELLFORT CARWASH , 4825 Bellfort St , Houston , TX , 77033",29.6690025,-95.3546217,29.6690812,-95.3546442,R&R Superior Bellfort Car Wash & Lube,,Corner,"The car wash 'R&R Superior Bellfort Car Wash & Lube' is located at the corner of Bellfort Avenue and Coffee Street. The images show it has access from Bellfort Avenue, which is a major road, and it is positioned adjacent to another road on the right side, clearly forming a corner. These features classify it as a Corner Lot according to the criteria.",
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,42.889469,-70.872266,Raccoon Express $5 Car Wash,,Corner,"The Raccoon Express $5 Car Wash location is at an intersection where Pine St and another major road meet. This intersection forms a visible corner adjacent to the lot. Additionally, the lot has road access from multiple sides, and the roads adjacent to it are wide and appear to be major roads, fulfilling all criteria of a Corner Lot classification.",
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,42.8466008,-73.9416205,Raindancer Car Wash,,Inside,"Upon analyzing the satellite images, Raindancer Car Wash is positioned adjacent to Freemans Bridge Rd with other lots surrounding it. There is no visible road intersection forming a corner adjacent to the location—it is clearly located mid-block, with access to a single main road. Thus, by the defined criteria, it is classified as an Inside Lot.",
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,34.3439949,-86.501511,Bubbles Express Car Wash,,Inside,"Upon examining the satellite images provided, it's evident that the 'Bubbles Express Car Wash' is situated mid-block between other properties and has road access from one main road (Golfview Dr NE) only. While the lot does have some adjacent land features and parking areas, it does not meet the criteria for a corner lot, as it is not located at the intersection of two major roads nor shows any visible corner formation. Hence, it is classified as an Inside Lot.",
