full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,classification,justification
"Suds Bucket Wash , 615 landmark Point Blvd. Suite B , Gray , GA , 31032",32.9897907,-83.5691835,32.9897907,-83.5691835,Suds Bucket Car Wash,Corner,"The car wash sits directly at the intersection of two major roads – the multi-lane off-ramp/collector from US-129 to the west/south and Landmark Pointe Boulevard to the east – forming a clearly defined corner around a roundabout. In the zoom-17 view you can see the roundabout where these two wide roads meet; zooms 18 and 19 show curb cuts and drive-thru lanes facing both roads. Because it occupies the southwest quadrant of that intersection and fronts two main thoroughfares, it meets the criteria for a Corner Lot."
"Suds Deluxe Kyle , 18810 IH 35 , Kyle , TX , 78640",30.0342462,-97.847338,30.0342462,-97.847338,Suds Deluxe Car Wash,Inside,"The car wash sits mid‐block along the Interstate-35 frontage road and does not occupy a lot at the intersection of two major roads. To the east it fronts the multi-lane I-35 service road, but to the north and west it is bordered only by small private access drives (including the QuickTrip lot and a bank drive) rather than another major thoroughfare such as Kyle Crossing. Because it only abuts one major road and isn’t on a visible corner of two wide, labeled routes, it is classified as an Inside Lot."
"Sudzy's Car Wash , 2624 Anderson Hwy , Powhatan , VA , 23139",37.5243866,-77.8264842,37.523847599999996,-77.826104,Flagstop Car Wash,Inside,"All three zoom levels show that the Flagstop Car Wash fronts only one major roadway (US-60/Anderson Hwy) and does not sit at the junction of two wide roads. The narrow drive on the east side is a minor access lane serving adjacent property, not a second main road. There is no intersection of two major roads immediately adjacent to the lot – it lies mid-block on Anderson Hwy between Wilton Spur Dr. and Dorset Rd. – so it qualifies as an Inside Lot."
"Summerville , 10805 Commerce St , Summerville , GA , 30747",34.4900693,-85.3417458,34.4901605,-85.3416508,LUV Car Wash,Inside,"At all zoom levels the car wash property only directly borders US 27 (Martha Berry Hwy) and does not sit at a two–major–road intersection. The only other adjacent streets (e.g., Bitrings Ave/Marvin Ave/Scoggins St) are narrow residential or service roads, not wide multi-lane thoroughfares. There is no corner formed by two significant roads next to the red-circled lot, so this location qualifies as an Inside Lot."
"Sun Splash , 914 N Stratford Rd , Moses Lake , WA , 98837",47.1408544,-119.2794176,47.140854399999995,-119.27941759999999,Sun Splash Car Wash,Inside,"Across all zoom levels the car wash is located mid-block within a larger retail complex, abutting only one major road (N Stratford Rd). It does not sit at the junction of two wide roads. Instead it’s tucked behind Ross Dress for Less and north of O’Reilly Auto Parts, accessed by internal service drives and parking aisles. There is no true intersection of two main thoroughfares adjacent to the red-circled lot, so it meets the definition of an Inside Lot."
"Sunny Daze Car Wash , 609 N Mayo Trl , Paintsville , KY , 41240",37.8254161,-82.8228864,37.8254161,-82.8228864,SunnyDaze Car Wash,Inside,"At all zoom levels the red‐circled lot only fronts one major roadway (State Route 40) and a minor service/access street (Fran Jarrell Ave), and is not directly at the junction of two wide, high‐capacity roads. Zoom 17 shows the building set mid-block along SR 40 rather than occupying a highway intersection corner. Zoom 18 reveals Fran Jarrell Ave to the north is simply a shopping‐center access road (two narrow lanes, no highway shields or multiple turn lanes), not a second main road. Zoom 19 confirms driveway access off Fran Jarrell Ave and SR 40 only. Because the lot does not adjoin two significant roads at a corner, it qualifies as an Inside Lot."
"Super Duck Hazel Green , 14533 US-231 , Hazel Green , AL , 35750",34.9431964,-86.5724199,34.9431964,-86.5724199,Super Duck Car Wash,Inside,"At all zoom levels the Super Duck Car Wash sits mid-block along a single major arterial (US 231/431) and is bordered on its west side only by an internal service drive, not a second wide public road.  There is no intersection of two main roads directly adjacent to the red-circled lot – the named cross streets (Black Walnut Drive to the north and Keller Drive to the south) lie up- and down-block rather than meeting at the car wash.  For those reasons, it does not occupy a corner formed by two major roads and is therefore classified as an Inside Lot."
"THOMAS CAR WASH , 218 Blueberry Ln , Nicholasville , KY , 40356",37.891331,-84.56775,37.891331,-84.56774999999999,Thomas Car Wash,Inside,"At all zoom levels the Thomas Car Wash sits alongside only one truly major roadway (N Main St/Bus 27). The “Blueberry Ln” frontage on two other sides is a narrow, internal service drive serving adjacent businesses (Sherwin-Williams, the used-car dealer, etc.) rather than a second major thoroughfare. There is no intersection of two wide, high-capacity roads at the red-circled lot – the lot lies mid-block along the main route with only private or minor lanes on its other sides – so it is an Inside Lot."
"TLC Car Wash 2 , 1001 W Main St , Salem , VA , 24153",37.2907386,-80.0740891,37.290739599999995,-80.0740879,"T.c. Squared, Inc.",Inside,"At all zoom levels, the car wash sits mid‐block on the north side of the four‐lane US-460 corridor, between the intersections with S. Bruffey St. (to the west) and Lake Ave (to the east). The parcel does not occupy either corner of US-460 and Lake Ave (the Atlantic Union Bank does) nor US-460 and S. Bruffey St., and its only frontage on a major road is US-460. Richards Ln. to the north is a narrow residential street. Because the lot does not adjoin the corner of two wide roads, it is classified as an Inside Lot."
"TXGRA_Hwy377 , 3601 E US Hwy 377 , Granbury , TX , 76049",32.4530938,-97.7328629,32.4530798,-97.732877,Zips Car Wash,Inside,"At all zoom levels, Zips Car Wash sits mid-block along East US Hwy 377 with only one side fronting that major highway. Its other lot edges border a private service drive (Plaza E Ct) and neighboring business parking, rather than a second main road intersection. Because it is not located directly at the corner of two wide, high-capacity streets, it is an Inside Lot."
"TXNEW_Walton , 23685 Walton Ave , New Caney , TX , 77357",30.1529637,-95.2186963,30.152963699999997,-95.21869629999999,Zips Car Wash,Inside,"At all zoom levels the car wash only fronts Walton Avenue – the road on its south side – and the road on its east side is clearly just a private service drive for the adjacent restaurants (narrow lanes, no turn-arrows or highway signage). There is no intersection of two major public roads or highways directly at the red-circled lot. Since it sits mid-block along Walton Avenue and only abuts one primary thoroughfare, it is an Inside Lot under the given definitions."
"Taos , 1122 Paseo Del Pueblo Sur , Taos , NM , 87571",36.3816146,-105.5891681,36.381427699999996,-105.5892715,Champion Xpress Carwash,Inside,"Across all zoom levels the car wash only directly faces one major thoroughfare (Paseo Del Pueblo Sur / NM-68). The roadway on the opposite side of the lot is a narrow service/access drive serving adjacent businesses (Dreamz Dispensary, Subway), not a second wide or heavily striped road. There is no true intersection of two major roads at the red-circled site – only one side of the lot abuts the multi-lane highway, while the other sides are bounded by minor drives, parking areas, or undeveloped land. Therefore it meets the criteria for an Inside Lot."
"The Auto Spa @ Main Street , 2002 W Main St , Durant , OK , 74701",33.9970998,-96.3999484,33.9970998,-96.3999484,Main Street Auto Spa,Corner,"The red-circled car wash sits directly at the intersection of two wide, heavily traveled roads—W Main Street (an east-west multi-lane arterial) and N 20th Avenue (a north-south arterial). In all three zoom levels you can see curb cuts and driveways fronting onto both streets. The lot clearly occupies the northeast corner of the Main/20th intersection, meeting the criteria for a Corner Lot."
"The Auto Spa @ University , 3212 University Blvd , Durant , OK , 74701",34.0053117,-96.4094184,34.0046555,-96.4070096,The Auto Spa- University Park,Inside,"The Auto Spa sits mid-block on the south side of University Boulevard, between the intersections with Radio Road to the west and Criswell/Estelle to the east. Although University Boulevard is a multi-lane arterial, the car wash property does not directly front on a second major road or occupy the corner of two wide thoroughfares. Its only direct access and frontage are on University Boulevard, with no significant frontage on Radio Road (the nearest north-south road) or any other major street. Therefore it is an Inside Lot."
"The Washery , 127 Airport Rd , Hazleton , PA , 18202",40.9914564,-75.986629,40.9914388,-75.9866857,All Seasons Auto Wash,Inside,"The red-circled car wash only abuts one major thoroughfare (Airport Beltway) and does not sit at the junction of two wide, clearly marked roads. To its east is a small station access drive serving the nearby Sheetz, and to its south a narrow residential/service lane (Crista Ln) that does not qualify as a major road. There is no corner formed by two main roads directly adjacent to the lot, so it is an Inside Lot."
"Thoroughbred Ashland , 621 12th St , Ashland , KY , 41101",38.4776961,-82.6469666,38.477696099999996,-82.6469666,Thoroughbred Express Auto Wash,Corner,"The red-circled car wash occupies the northeast corner of the signalized intersection of 12th Street (a multi-lane numbered thoroughfare) and Cs-2534 (a similarly wide, signed route). The lot has direct frontage on and curb cuts to both major roads, with visible lane markings, turn arrows, crosswalks, and traffic signals. These features confirm it sits at the corner of two main roads, meeting the Corner Lot criteria."
