original_name_address,original_latitude,original_longitude,found_car_wash_name,distance_miles,google_rating,google_user_rating_count,found_in_competitor_list,keyword_classification,keyword_classification_explanation,place_images_count,satellite_image_filename,image_classification,image_classification_justification,is_competitor
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,Smithey's Power Clean Car Wash,0.23493232654445,4.1,122,False,Can't say,"The input 'Smithey's Power Clean Car Wash' does not contain specific keywords to classify it as a Competitor or Not a Competitor. The term 'Power Clean' is not a defined keyword in the classification logic, and 'Car Wash' is too generic.",10,ChIJZ0XmXRPvToYRk09IH_8gkGo.jpg,Not a Competitor,"The images show a car wash with self-service bays equipped with manual high-pressure hoses and instructions for manual operations. There is no indication of an express tunnel structure, as the setup includes individual wash stations rather than a long, narrow automated tunnel system. The visible bays lack automated equipment for exterior car cleaning characteristic of express tunnels, and there is no conveyor system observed. While vacuum stations are present, this alone does not meet the criteria for classification as an express tunnel competitor.",False
"Scrubadoo , 8050 Culebra Rd , San Antonio , TX , 78251",29.4657306,-98.6465099,Khahn Car Wash,0.101816296432228,2.4,20,False,Can't say,The input 'Khahn Car Wash' is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.,,ChIJjz0x1CVdXIYRkSEjqAUb3cQ.jpg,Not a Competitor,"The image shows a small car wash structure with limited real estate. There is no evidence of a tunnel system that meets the criteria of a minimum 34 feet length, entrance and exit arches, or automated equipment visible. The location lacks visible features of a conveyor system or other express car wash elements such as branding indicating 'Express' or 'Tunnel Wash'. This does not appear to be an express tunnel car wash.",False
"Scrubadoo , 8050 Culebra Rd , San Antonio , TX , 78251",29.4657306,-98.6465099,Bubble Bath Car Wash,0.255844367472568,4.4,317,False,Can't say,"The input ""Bubble Bath Car Wash"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJ8zrg_G9dXIYRZTxh4-e8VGQ.jpg,Competitor,"The images clearly show a long, narrow tunnel structure used for automated external car washing. There are visible entry and exit points for the cars, and no manual cleaning appears to occur within the tunnel. The equipment inside the tunnel includes cleaning and drying apparatus characteristic of an automated express tunnel wash system. Additionally, signage with 'Bubble Bath Car Wash' branding suggests it aligns with the express tunnel model, and adjacent self-service vacuum stations are also present, further confirming the drive-through express wash experience.",True
"Scrubadoo , 8050 Culebra Rd , San Antonio , TX , 78251",29.4657306,-98.6465099,Watershed Carwash,0.686283558715204,3.9,260,True,,,,,,,True
"Scrubadoo , 8050 Culebra Rd , San Antonio , TX , 78251",29.4657306,-98.6465099,Wash me Car Salon & Lube,0.864704618716703,4,609,False,Can't say,"The term 'Lube' is present, which is a keyword for 'Can't say' classification, and no specific competitor or non-competitor keywords were found to override it.",10,ChIJ0T7U3eBcXIYRqFB6dK5D6Mc.jpg,Not a Competitor,"The images provided show a car wash named ""Wash Me Car Salon"" with signage indicating it includes a ""Full Service Automated Hand Car Wash & Detail Center."" From the aerial view and the signage, it appears focused on manual or full-service car washes rather than an express tunnel automated system. There is no image showing a tunnel structure with entry/exit arches, conveyors, or automated washing equipment inside a tunnel of minimum 34 feet in length. Additionally, manual cleaning by staff is observed in images. The focus on full-service rather than express tunnel service disqualifies it as a competitor.",False
"Seaford Car Wash , 3470 Merrick Rd , Seaford , NY , 11783",40.664755,-73.5023234,Wantagh Hand Car Wash,0.557503724275603,4,500,False,Not a Competitor,"The business name includes ""Hand Wash"", indicating a manual service, which classifies it as not a competitor.",,,,,False
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Champ Touchless Car Wash,0.624012499893391,4.3,137,False,Competitor,"The business name contains ""Touchless"" which implies an automated car wash, aligning with the competitor criteria.",,,,,True
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Champ Car Care Center,0.631511885850907,4.3,79,False,Can't say,The business name 'Champ Car Care Center' is generic and does not contain specific keywords to classify it as a 'Competitor' or 'Not a Competitor'.,10,ChIJ9Zbhhgt8ykwRJggkiRr3oBc.jpg,Not a Competitor,"The images show a car wash location with individual self-serve bays rather than an automated tunnel system. There are no visible guide rails, conveyor systems, or automated washing equipment inside a tunnel. Cleaning appears manual, as evidenced by the hand-operated pressure washers. There is no long, narrow tunnel structure automated for express exterior washing. Additionally, the signage and setup indicate self-serve manual washing rather than an express tunnel model. Therefore, it does not meet the criteria to be classified as a competitor.",False
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Champ Touchless Car Wash,0.624012499893391,4.3,137,False,Competitor,"The business name contains ""Touchless"", indicating an automated, drive-through style wash, which aligns with the ""Competitor"" classification.",,,,,True
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,Champ Car Care Center,0.631511885850907,4.3,79,False,Can't say,"The name ""Champ Car Care Center"" is too generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",10,ChIJ9Zbhhgt8ykwRJggkiRr3oBc.jpg,Not a Competitor,"The images primarily depict self-serve car wash bays where cleaning appears to be done manually by customers using handheld equipment, as shown in the last image. There is no visible tunnel structure with automated cleaning equipment, a conveyor system, or a clear drive-through experience seen in the images. While the building does have bays labeled 'Enter', they do not seem to match the requirements of a long tunnel with automated systems. The car wash setup visibly relies on manual washing rather than an express automated tunnel.",False
"Secaucus Car Wash , 200 Flanagan Way , Secaucus , NJ , 7094",40.7936427,-74.0594994,Mill Creek Hand Carwash,0.336102601013134,3.9,232,False,Not a Competitor,"The business name ""Mill Creek Hand Carwash"" contains the keyword ""Hand Carwash"", indicating it is a not a competitor.",,,,,False
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,CAR WASH,0.019353071697491,3.7,6,False,Can't say,"The input ""{{CAR WASH}}"" is too generic and lacks specific keywords to classify it as a Competitor or Not a Competitor.",3,ChIJL84fmhj5f4gRylAaS-Waz38.jpg,Competitor,"The overhead satellite view in the first image clearly shows a long, narrow building characteristic of a car wash tunnel structure, with defined entry and exit areas that cars pass through, indicating it is an express tunnel style. Branding in the image also includes the term 'Express,' reinforcing this as an express tunnel car wash location. Further observed details like vacuum stations in proximity to the tunnel and the absence of staff manually cleaning cars during the process support its classification as a competitor. Other photos do not contradict this analysis, although they focus on damaged vehicles potentially caused during the car wash process.",True
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,Car Genie Mobile Car Wash & Detail,0.689812983890274,3,4,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keywords 'Mobile' and 'Detail', indicating a mobile or detailing service.",,,,,False
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,bp,0.943095183160017,3.8,14,False,Can't say,"The input ""{{bp}}"" is generic and does not contain specific keywords to classify it as a Competitor or Not a Competitor.",1,ChIJJ6Ud--T4f4gR8Yckwd78F7o.jpg,Not a Competitor,"The images show a gas station setup with convenience store branding like Circle K. While there is an 'Enter' sign visible in the second image, there's no clear indication of a tunnel structure. The setup does not appear to include a long, narrow building with entry and exit arches specifically designed for automated exterior car washes. Any car wash services provided here do not seem to be tunnel-based or part of an express system as per the criteria provided.",False
"Shammyu0027s Unlimited Beach , 1025 W. Beach St. , Fort Worth , TX , 76111",32.7782902,-97.291176,$3 Car Wash,0.90136823876162,2.2,5,False,Can't say,The input '3$ Car Wash' is generic and does not contain specific keywords to classify it as Competitor or Not a Competitor.,,ChIJvZa8OdFwToYRtR5wpXZ8EXs.jpg,Competitor,"The car wash location features a clear tunnel structure with entrances and exits visible. The layout of the building is consistent with the long and narrow design typical of express tunnel car washes. While the image does not show interior equipment explicitly, the structure suggests automated exterior cleaning through the tunnel. Other facilities like vacuum stations may exist nearby but are not visible in this image. Additional images confirming interior automated cleaning would further validate the classification.",True
"Shammyu0027s Unlimited Davis , 5901 Davis Blvd , North Richland Hills , TX , 76180",32.8534943,-97.2136683,Best Choice Car Wash,0.94311735165262,4.2,147,False,Can't say,The input 'Best Choice Car Wash' is generic and does not contain specific keywords to classify it as Competitor or Not a Competitor.,10,ChIJr1Wzh-l4ToYRc-7x2bFjrEY.jpg,Not a Competitor,"The images primarily depict self-serve car wash bays with individuals manually washing vehicles using hoses and wands. There is no evidence of a tunnel structure or an automated express car wash system with entry and exit arches. The facility lacks visible conveyor systems or automated cleaning equipment typically associated with express tunnel washes. Cars are washed manually, and there is no indication of automated exterior-only wash services. Additionally, the branding and signage do not mention terms like 'Express' or 'Tunnel Wash,' and the setup does not support an automated drive-through experience.",False
"Shammyu0027s Unlimited Forest , 9262 Forest Lane , Dallas , TX , 75243",32.9085652,-96.7401233,RaceTrac Car Wash,0.45600441576095,4,3,False,Can't say,The input 'RaceTrac Car Wash' is generic and does not contain specific keywords to classify it as a 'Competitor' or 'Not a Competitor'.,,ChIJN22o_RUfTIYRnKwwjgVz_bU.jpg,Not a Competitor,"The image shows a small car wash structure next to a RaceTrac gas station, but there is no clear indication of a tunnel system. The visible building does not display characteristics of a long, narrow tunnel with entry/exit arches or automated wash equipment inside. Additionally, conveyor systems or tunnel cleaning equipment are not visible. It seems to be a smaller scale or non-express car wash setup.",False
"Shammyu0027s Unlimited McCart , 7200 McCart Ave , Fort Worth , TX , 76133",32.6383038,-97.3703479,Crystal Clean Car Wash,0.653475501715514,3.1,29,False,Can't say,"The business name ""Crystal Clean Car Wash"" is generic and does not contain specific keywords like ""Express"", ""Tunnel"", ""Hand Wash"", or ""Self Serve"" to classify it as a Competitor or Not a Competitor.",2,ChIJ_-Mo8UxsToYR-d_CjGekHpA.jpg,Not a Competitor,"The images do not show any tunnel structure indicative of an express tunnel car wash. Instead, the location appears to have self-serve washing bays, where customers manually wash their vehicles. No entry/exit arches, conveyor system, or automated cleaning equipment are visible. Additionally, there is nothing suggesting a drive-through experience or express tunnel model.",False
